movie_name,genre,rating
Shadow of the Holy Book (Pyhän kirjan varjo),Documentary,4
American Bandits: Frank and Jesse James,Western,5
"Big Lebowski, The",Comedy|Crime,8
My Winnipeg,Documentary|Fantasy,5
Battlestar Galactica: Razor,Action|Drama|Sci-Fi|Thriller,10
Grizzly Man,Documentary,6
Flu Bird,Horror,9
Crossing Over,Drama,1
Dirty Love,Comedy|Romance,9
Attraction,Drama|Romance|Thriller,7
"Warped Ones, The (Kyonetsu no kisetsu)",Drama,5
Super Demetrios,Adventure|Comedy|Sci-Fi,9
"Rich, Young and Pretty",Comedy|Musical|Romance,2
Where the Rivers Flow North,Drama,6
He Who Dares,Action,3
Wonderful and Loved by All (Underbar och älskad av alla),Comedy,1
"Facts of Life, The",Comedy|Drama|Romance,4
"Uncle Marin, the Billionaire (Nea Marin miliardar) (Uncle Martin, the Multimillionaire)",Comedy,10
Sympathy for Delicious,Drama,4
"Man with the Golden Arm, The",Drama,3
Misconception,Documentary,2
At Land,(no genres listed),3
I Saw the Devil (Akmareul boatda),Crime|Thriller,8
La Première étoile,Comedy,8
20th Century Boys - Chapter 1: Beginning of the End,Adventure|Mystery|Sci-Fi,9
Rebellion (L'ordre et la morale),Action|Drama,10
"Touch of Sin, A (Tian zhu ding)",Drama,5
National Lampoon's Pucked,Comedy,6
Gamera vs. Jiger,Action|Fantasy|Sci-Fi,2
Century of the Dragon (Long zai bian yuan),Crime|Thriller,9
Escape from Alcatraz,Drama|Thriller,4
Frankenweenie,Animation|Comedy|Horror|IMAX,2
"Saratov Approach, The",Action|Drama,6
Disco Dancer,Action|Musical|Romance,7
Return of the Street Fighter (Satsujin ken 2),Action|Crime|Drama,7
Always Leave Them Laughing,Comedy|Drama,2
Maid in Sweden,Drama,9
"Colder Kind of Death, A",Crime|Drama|Mystery,4
White Oleander,Drama,4
Twenty-Four Eyes (Nijûshi no hitomi),Drama,2
LEGO Batman: The Movie - DC Heroes Unite,Action|Adventure|Animation,3
Bleak Moments,Comedy|Drama,5
Random Hearts,Drama|Romance,6
Secrets of a Soul (Geheimnisse einer Seele),Drama,2
Thrashin',Action|Drama,6
OSS 117 - Lost in Rio (OSS 117: Rio ne répond plus),Adventure|Comedy,6
Sometimes in April,Drama|War,2
Chillerama,Comedy|Horror,7
Send Me No Flowers,Comedy|Romance,8
Atomic Twister,Action|Drama|Sci-Fi,9
Crimes Against Humanity,Comedy,10
Leave Her to Heaven,Drama|Film-Noir,1
Clear History,Comedy,9
A Most Violent Year,Action|Crime|Drama|Thriller,7
Coneheads,Comedy|Sci-Fi,3
Caesar (Julius Caesar),Drama|War,3
She Gods of Shark Reef,Adventure,5
Goldengirl,(no genres listed),10
Nanny McPhee,Children|Comedy|Fantasy,7
Hercules and the Amazon Women,Action|Adventure|Fantasy|Sci-Fi,10
"Barefoot Contessa, The",Drama,7
Feeding Frenzy,Comedy|Horror,9
Bird on a Wire,Action|Comedy|Romance,1
Stray Dogs,Drama,5
"Love Letter, The",Comedy|Romance,8
Moon Over Parador,Comedy,10
"Severed Arm, The",Crime|Horror,4
Hellhounds on My Trail,Documentary,5
"So Normal (Normais, Os)",Comedy,4
Do You Like Hitchcock? (Ti piace Hitchcock?),Horror|Mystery|Thriller,10
Snow Cake,Drama,5
How I Won the War,Comedy|War,7
"Woman in The Septic Tank, The (Ang Babae sa septic tank)",Comedy|Musical,1
Something's Gotta Give,Comedy|Drama|Romance,5
How to Kill Your Neighbor's Dog,Comedy|Drama,2
Silk Stockings,Musical,4
"Men, The",Drama,1
Nocturna,Adventure|Animation|Children|Fantasy|Mystery,8
Voices of a Distant Star (Hoshi no koe),Animation|Drama|Romance|Sci-Fi,8
Day of the Wacko (Dzien swira),Comedy|Drama,7
"Acla, The Descent into Floristella (La discesa di Aclà a Floristella)",Drama,8
Kiss of the Damned,Horror|Romance|Thriller,5
Strongman,Documentary,8
"Transporter, The",Action|Crime,8
"Mob, The",Crime|Drama|Film-Noir,7
Idiocracy,Adventure|Comedy|Sci-Fi|Thriller,2
Big Fat Liar,Children|Comedy,10
Just Around the Corner,Comedy|Musical,1
Mean Machine,Comedy|Drama,7
"Story of Xinghua, The (Xinghua san yue tian)",Drama,5
Lucky: No Time For Love,Action|Adventure|Drama|Musical|Romance|Thriller|War,6
Victory,Drama,7
This is Our Time,Drama,8
Shipwrecked (a.k.a. Haakon Haakonsen),Adventure|Children,8
Glumov's Diary (Dnevnik Glumova),(no genres listed),1
Storage 24,Horror|Sci-Fi,4
Get Carter,Action|Crime|Drama|Thriller,6
Coneheads,Comedy|Sci-Fi,5
Fuhrer Ex (Führer EX),Drama,6
"German Doctor, The (Wakolda)",Drama|Thriller,8
Why Don't You Play In Hell? (Jigoku de naze warui),Action|Drama,8
Day and Night (Dag och natt),Drama,7
Tigerland,Drama,9
No Time For Sergeants,Adventure|Comedy|War,2
"Boogeyman, The",Horror,10
Chronicle of an Escape (Crónica de una fuga),Thriller,1
Anatomy of a Love Seen,Drama|Romance,1
"Social Network, The",Drama,5
Monsieur Lazhar,Children|Comedy|Drama,7
Toward the Unknown,Drama|Romance|War,10
Any Number Can Play,Drama,1
Babes on Broadway,Comedy|Musical|Romance,10
Elektra Luxx,Comedy,8
Faithful,Comedy,3
Children Shouldn't Play with Dead Things,Horror,8
Bertie and Elizabeth,Drama,5
Europa Europa (Hitlerjunge Salomon),Drama|War,8
She's All That,Comedy|Romance,9
Horrible Bosses 2,Comedy|Crime,8
Cabin Fever: Patient Zero,Horror|Sci-Fi|Thriller,2
Amazon Jack 2: The Movie Star (a.k.a. Hugo the Movie Star) (Jungledyret 2 - den store filmhelt),Animation|Children|Musical|Romance,2
Jab We Met,Comedy|Drama|Romance,1
Brown Sugar,Romance,2
Teen Beach Movie,Children|Musical,1
Never Say Never Again,Action|Adventure|Thriller,4
Brokeback Mountain,Drama|Romance,5
"Reckoning, The",Crime|Drama,7
Game of Chance (Onnenpeli),Comedy|Drama,4
Forever Amber,Drama,8
X: The Man with the X-Ray Eyes,Sci-Fi|Thriller,5
"Little Girl Who Conquered Time, The (Toki o kakeru shôjo)",Romance|Sci-Fi,6
Nazarin (Nazarín),Drama,10
Dive! (Dive!: Living off America's Waste),Documentary,6
Little Manhattan,Children|Comedy|Romance,3
Sherlock Holmes: Dressed to Kill,Crime|Mystery,2
"Day of the Triffids, The",Horror|Sci-Fi,3
"Great White Hype, The",Comedy,10
Cuba,Action|Adventure|War,4
Abraham Lincoln: Vampire Hunter,Action|Fantasy|Horror|Thriller,7
Gunga Din,Adventure|Comedy|War,7
Stand and Deliver,Comedy|Drama,2
The Brain,Comedy|Crime,2
Descendant of the Sun (Ri jie),Action|Adventure|Fantasy|Sci-Fi,1
"Perfect World, A",Crime|Drama|Thriller,4
Play,Crime|Drama,4
"Cow, The (Gaav)",Drama,10
The Chatterley Affair,Drama|Romance,2
Identification of a Woman (Identificazione di una donna),Drama,1
"Return of the Vampire, The",Horror,5
Good Copy Bad Copy,Documentary,7
The Importance of Being Earnest,Comedy|Romance,4
Center Stage,Drama|Musical,3
"Man Who Quit Smoking, The (Mannen som slutade röka)",Comedy,7
Aglaya,Drama,8
Let Sleeping Corpses Lie (Non si deve profanare il sonno dei morti),Horror,8
Marley & Me: The Puppy Years,Children|Comedy,4
Asterix: The Land of the Gods,Animation,2
"Escape Artist, The",Drama,7
Expelled: No Intelligence Allowed,Documentary,9
"Passion of Anna, The (Passion, En)",Drama,8
Romance in a Minor Key (Romanze in Moll),Drama|Romance,9
December Boys,Drama,6
Attila (Attila Flagello di Dio),Action,4
Emmett's Mark,Crime|Drama|Thriller,9
"Dreamers, The",Drama,1
AVPR: Aliens vs. Predator - Requiem,Action|Horror|Sci-Fi,1
Alice in the Cities (Alice in den Stadten),Drama,6
Flowers of Shanghai (Hai shang hua),Drama,4
Sometimes They Come Back... for More,Horror,5
"Barefoot Contessa, The",Drama,4
Bel Ami,Drama|Romance,2
Fat People (Gordos),Comedy,7
Beach Blanket Bingo,Comedy|Musical,6
Pin...,Horror,3
Barfi!,Comedy|Drama|Romance,2
Judgement Day,(no genres listed),7
To Sir with Love,Drama,7
Camille,Drama|Romance,3
Thank You a Lot,Drama,3
"Fall of the House of Usher, The (Zánik domu Usheru)",Animation,8
"Secret Six, The",Crime,6
The Voices,Comedy|Crime|Thriller,9
Idol of the Crowds,Drama|Romance,4
"Breed, The",Horror|Thriller,9
"Ballad of the Sad Cafe, The",Drama,8
Damnation Alley,Drama|Sci-Fi|Thriller,10
"Wood & Stock: Sexo, Orégano e Rock'n'Roll",Animation|Comedy,10
Cuban Fury,Comedy,9
Angels in the Outfield,Children|Comedy,9
Up,Adventure|Animation|Children|Drama,10
"Firm, The",Drama|Thriller,4
Zizek!,Documentary,1
Very Happy Alexander (Alexandre le bienheureux),Comedy|Romance,9
"Net 2.0, The ",Action|Drama|Thriller,6
My Life in Ruins,Comedy,4
BURN-E,Adventure|Animation|Children|Sci-Fi,10
Messages Deleted,Mystery|Thriller,2
Dragon Ball: The Curse Of The Blood Rubies (Doragon bôru: Shenron no densetsu),Action|Adventure|Animation|Children,9
Little Buddha,Drama,7
Ambition,Sci-Fi,10
"Dirty Dozen, The: The Fatal Mission",Action|Adventure|War,4
Fear No Evil,Horror,9
Happy We (Två killar och en tjej),Comedy|Drama,2
Jagged Edge,Crime|Romance|Thriller,6
Starship Troopers: Invasion,Action|Animation|Sci-Fi|War,3
God Is Brazilian (Deus É Brasileiro),Adventure|Comedy|Fantasy,3
"Finances of the Grand Duke, The (Die Finanzen des Großherzogs)",Comedy,6
"Man with No Shadow, The (Homme sans ombre, L')",Animation|Drama,2
King of Thorn (King of Thorns) (Ibara no O),Adventure|Animation|Horror|Sci-Fi|Thriller,7
Legalese,Crime|Drama|Romance,7
One Man Against the Organization,(no genres listed),3
"Dark Backward, The",Comedy,3
Numb,Comedy|Drama|Romance,10
Three Degrees Colder (3° kälter),Drama|Romance,8
Speaking Parts,Drama,8
99 francs,Comedy,10
Point of Order,Documentary,1
"Age of the Medici, The (L'età di Cosimo de Medici) ",Drama,3
Son of the Pink Panther,Comedy,2
The DUFF,Comedy,4
Libeled Lady,Comedy|Romance,10
I'm Not Scared (Io non ho paura),Drama|Mystery|Thriller,1
"Nutcracker, The",Children|Fantasy|Musical,2
La Luna,Animation,9
American: The Bill Hicks Story,Comedy|Documentary,8
Plot of Fear,Crime|Mystery|Thriller,9
Price of Glory,Drama,9
Cowboy del Amor,Documentary,4
Eat Drink Man Woman (Yin shi nan nu),Comedy|Drama|Romance,10
Running With Scissors,Comedy|Drama,5
Needful Things,Drama|Horror,1
"Raven, The",Mystery|Thriller,3
Too Many Cooks,Comedy,10
Rembrandt,Drama,5
Jubilation Street,(no genres listed),2
"Catechism Cataclysm, The",Comedy,9
Gimme Shelter,Documentary,4
Stanley Kubrick: A Life in Pictures,Documentary,5
Cutie Honey,Action,7
Two Deaths,Drama,6
"Sexual Life of the Belgians, The (Vie sexuelle des Belges 1950-1978, La)",Comedy|Romance,6
Face,Crime|Drama|Thriller,8
War of the Wildcats (In Old Oklahoma),Western,5
"Hedgehog, The (Le hérisson)",Comedy|Drama,5
Santa Claus,Children|Fantasy,2
Iron Eagle II,Action|War,3
Role Models,Comedy,4
Privates on Parade,Comedy|Drama|War,8
Liberty Heights,Drama,7
Moonlight Mile,Drama|Romance,6
Character (Karakter),Drama,5
"Girl by the Lake, The (La ragazza del lago)",Drama|Mystery|Thriller,4
Antboy,Adventure|Children|Comedy,2
State of Play,Crime|Drama|Thriller,6
"Big Combo, The",Film-Noir,5
Sundown,Drama|War,6
A Phantasy,Animation,6
"Replacements, The",Comedy,1
"Howling, The",Horror|Mystery,6
Musikanten,(no genres listed),5
Carriage to Vienna,Drama|War,9
Godzilla: Tokyo S.O.S. (Gojira tai Mosura tai Mekagojira: Tôkyô S.O.S.),Action|Fantasy|Sci-Fi,4
"Sunshine Boys, The",Comedy,5
Jane Eyre,Drama|Romance,4
Metrobranding,Documentary,7
"Mighty Heart, A",Drama|Thriller,1
Frogs,Drama|Horror|Mystery|Thriller,4
"Closer You Get, The",Comedy|Romance,1
Bugmaster (Mushishi),Fantasy,9
Good Hair,Comedy|Documentary,10
Trailer Park Boys: The Movie,Comedy|Crime,3
Firestarter,Horror|Thriller,10
Detachment,Drama,7
"First Love, Last Rites",Drama|Romance,9
"Jazz Singer, The",Musical,10
"Hurt Locker, The",Action|Drama|Thriller|War,2
6954 Kilometriä Kotiin,Documentary,2
The Feathered Serpent,Comedy|Crime|Horror|Mystery|Thriller,10
I Love You Again,Comedy|Drama,7
"Gift, The",Thriller,9
Bionicle: The Legend Reborn,Action|Adventure|Animation|Sci-Fi,5
"Cuckoo, The (Kukushka)",Comedy|Drama|War,3
Delta Force 2 (Delta Force 2: The Colombian Connection),Action|Adventure|Thriller|War,1
From the Orient with Fury,Action|Adventure|Comedy,1
"Giant of Marathon, The (Battaglia di Maratona, La)",Action|Drama|War,4
"Crazy, Stupid, Love.",Comedy|Drama|Romance,6
"Parasites, Les",Comedy,5
Greyfriars Bobby (a.k.a. Greyfriars Bobby: The True Story of a Dog),Children|Drama,3
"Girl on the Train, The",Thriller,4
Frenchmen (Le coeur des hommes),Comedy|Romance,6
"Not Love, Just Frenzy (Más que amor, frenesí)",Comedy|Drama|Thriller,1
"Thousand Months, A (Mille mois)",Drama,4
Taking Lives,Crime|Drama|Thriller,8
Il piccolo diavolo,Comedy|Fantasy|Romance,8
Marjoe,Documentary,1
Room 237,Documentary,6
Different from You and Me (Anders als du und ich) ,Drama,4
Natural City,Action|Romance|Sci-Fi,9
Before the Rains,Drama|Romance|Thriller,7
Chance,Comedy|Drama,4
"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,9
"Guide to Recognizing Your Saints, A",Crime|Drama,5
Gettysburg,Drama|War,4
Swimming with Sharks,Comedy|Drama,1
Dakota,Western,2
Best Man Down,Drama,8
GoldenEye,Action|Adventure|Thriller,7
Kicked in the Head,Comedy|Drama,9
Battlefield Earth,Action|Sci-Fi,5
Slam Dunk Ernest,Children|Comedy,7
Abendland,Documentary,6
Chillerama,Comedy|Horror,10
The Harry Hill Movie,Comedy,10
Dinner for Schmucks,Comedy,9
Fools Rush In,Comedy|Drama|Romance,10
Partners: The Movie II (Aibô: Gekijô-ban II),Drama,4
S.O.S. Eisberg,Adventure|Drama,1
Future Cops (Chao ji xue xiao ba wang),Action,4
Once Upon a Scoundrel,Comedy,3
Topsy-Turvy,Comedy|Drama|Musical,9
Bronson,Action|Comedy|Drama|Thriller,9
Iron Jawed Angels,Drama|Romance,10
Silentium,Crime|Thriller,3
Zipper,Drama|Thriller,2
Grim Reaper,Horror,9
Jacqueline Susann's Once Is Not Enough,Drama|Romance,10
Fanboys,Adventure|Comedy|Drama,5
Seven Samurai (Shichinin no samurai),Action|Adventure|Drama,4
Leather Jacket Love Story,Drama|Romance,4
Dragon Ball Z: Fusion Reborn (Doragon bôru Z 12: Fukkatsu no fyushon!! Gokû to Bejîta),Action|Adventure|Animation,3
Deliver Us from Evil,Documentary,6
"Dilettante, La",Comedy,5
When Pigs Have Wings,Comedy,10
Black White + Gray: A Portrait of Sam Wagstaff and Robert Mapplethorpe ,Documentary,1
Vengeance is Mine (Fukushu suruwa wareniari),Crime|Drama,5
My Mother (Ma mère),Drama,10
Ghost in the Machine (a.k.a. Deadly Terror),Horror|Sci-Fi|Thriller,10
Dr. Phibes Rises Again,Adventure|Comedy|Horror|Romance,5
Hot Shots!,Action|Comedy|Romance|War,2
Set It Off,Action|Crime,6
Ride with the Devil,Drama|Romance|War,10
"Ledge, The",Drama|Thriller,1
In a Better World (Hævnen),Drama,4
City in the Sea,Adventure|Fantasy|Sci-Fi,7
"Enforcer, The (Gei ba ba de xin)",Action,4
John Wick,Action|Thriller,7
"Maiden Heist, The",Comedy|Crime,9
"Thirteen, The (Trinadtsat)",Adventure|War,10
Entrapment,Crime|Thriller,8
Viy,Adventure|Fantasy|Mystery|Thriller,5
Dead Awake,Fantasy|Mystery|Romance|Thriller,2
Ace Ventura: Pet Detective,Comedy,4
Cold Trail (Köld slóð),Drama|Mystery|Thriller,6
"Hustlers, The (Veijarit)",Comedy|Drama,9
"Pest, The",Comedy,4
"Big Trees, The",Action|Drama,6
Charlie Chan at the Olympics,Comedy|Crime|Mystery|Thriller,2
My Last Day Without You (Nie mehr ohne Dich),Comedy|Drama|Romance,8
"Big Lebowski, The",Comedy|Crime,10
Lost Boys of Sudan,Documentary,6
Space Raiders,Action|Adventure|Sci-Fi|Western,3
Madhouse,Crime|Horror|Mystery,2
Strange Voyage,(no genres listed),9
"Cell 2, The",Horror|Sci-Fi|Thriller,7
Possible Loves (Amores Possíveis),Comedy|Romance,9
Sex Tape,Comedy,7
"Unknown Soldier, The (Tuntematon sotilas)",Drama|War,4
Justin and the Knights of Valour,Adventure|Animation,6
Our Town,Drama,8
Moomins on the Riviera (Muumit Rivieralla),Animation|Children|Comedy,8
Nothing,Comedy|Fantasy|Mystery|Sci-Fi,6
Angels Crest,Drama,3
Bachelor Party,Comedy,8
L: Change the World,Crime|Drama|Horror|Thriller,6
Etoiles: Dancers of the Paris Opera Ballet (Tout Près des étoiles),Documentary|Musical,6
"Deer Hunter, The",Drama|War,10
Tony Manero,Crime|Drama,7
Ricky Rapper (Risto Räppääjä),Comedy|Musical,1
They Might Be Giants,Comedy|Mystery|Romance,8
Beethoven's Treasure Tail,Action|Adventure|Children,1
Freeze Me,Drama|Thriller,3
Babbitt,Drama,7
Hard Core Logo,Comedy|Drama,9
McQ,Action|Crime|Drama,3
I Am Waiting (Ore wa matteru ze),Crime|Drama,6
More,Animation|Drama|Sci-Fi|IMAX,9
Sympathy for Delicious,Drama,5
"Rumor of Angels, A",Drama,8
"Delicate Delinquent, The",Comedy,6
RoboCop,Action|Crime|Drama|Sci-Fi|Thriller,6
Godzilla: Tokyo S.O.S. (Gojira tai Mosura tai Mekagojira: Tôkyô S.O.S.),Action|Fantasy|Sci-Fi,10
Rosewater,Drama,3
Bill Burr: Why Do I Do This?,Comedy,1
"Vida precoz y breve de Sabina Rivas, La (Precocious and Brief Life of Sabina Rivas, The)",Adventure|Drama|Romance,8
Ice Princess,Children|Comedy|Drama,1
"Human Centipede II (Full Sequence), The",Horror,1
"Wicker Man, The",Drama|Horror|Mystery|Thriller,9
Mad Dog and Glory,Comedy|Drama|Romance,8
Two Tars,Comedy,8
Hell Is for Heroes,Drama|War,4
From the Orient with Fury,Action|Adventure|Comedy,7
Snakes and Earrings (Hebi ni piasu),Drama|Thriller,9
"Happy Ending, The",Drama,7
House of Frankenstein,Horror,5
Admiral Yamamoto,Drama|War,8
Merry Christmas Mr. Lawrence,Drama|War,8
"New Kind of Love, A",Comedy,6
Urban Legend,Horror|Thriller,4
"Game of Death, The (Le Jeu de la Mort)",Documentary,7
Speechless,Comedy|Romance,9
