movie_name,genre,rating
The Ghosts in Our Machine,Documentary,8
"Sign of the Cross, The",Drama,3
Far from the Madding Crowd,Drama|Romance,10
Scandal (Shubun),Drama,2
Dom Hemingway,Comedy|Crime|Drama,6
Love Is All There Is,Comedy|Drama,9
"Homesman, The",Drama|Western,7
Who Pulled the Plug? (Göta kanal eller Vem drog ur proppen?),Comedy,10
Quatermass 2 (Enemy from Space),Sci-Fi|Thriller,3
"Clique, The",Comedy,6
The Fat Albert Halloween Special,Animation,1
Tonight and Every Night,Musical,3
For the Love of a Dog,Children,9
I'm Here,Drama,6
ParaNorman,Adventure|Animation|Comedy,7
"Final Countdown, The",Action|Sci-Fi,6
It's Such a Beautiful Day,Animation|Comedy|Drama|Fantasy|Sci-Fi,4
Air Raid Wardens,Children|Comedy,2
Downloading Nancy,Drama|Thriller,9
Hello Herman,Drama,9
"Das Experiment (Experiment, The)",Drama|Thriller,4
El Lobo,Thriller,2
"John Huston: The Man, the Movies, the Maverick",Documentary,4
"Great Caruso, The",Drama|Musical,10
For Greater Glory: The True Story of Cristiada,Drama|War,4
Twilight of a Woman's Soul (Sumerki zhenskoi dushi),Drama,9
Couples Retreat,Comedy|Romance,5
Ghoulies IV,Comedy|Horror,4
Bloody Territories (Kôiki bôryoku: ryuuketsu no shima),Action|Crime,4
Stagecoach,Action|Drama|Romance|Western,9
"Chronicle of Anna Magdalena Bach, The (Chronik der Anna Magdalena Bach)",Drama,6
Moon 44,Action|Film-Noir|Sci-Fi|Thriller,7
"Story of My Life, The (Mensonges et trahisons et plus si affinités...)",Comedy|Romance,7
Slumber Party Massacre III,Horror,10
I Really Hate My Job,Comedy|Drama,6
Dead of the Nite,Horror,7
In Dreams,Horror|Thriller,6
Hey Arnold! The Movie,Adventure|Animation|Children|Comedy,5
Maniac,Horror,8
Comin' at Ya!,Western,9
Calling Bulldog Drummond,Crime|Mystery,7
"Come Back, Little Sheba",Drama,2
East-West (Est-ouest),Drama|Romance,8
On a Clear Day,Drama,2
The Mule,Comedy|Crime|Drama,10
Goal II: Living the Dream,Action|Drama,9
Those Who Love Me Can Take the Train (Ceux qui m'aiment prendront le train),Drama,1
"September Issue, The",Documentary,9
Hannie Caulder,Comedy|Crime|Drama|Western,3
Only the Young,Documentary,3
Jesse James,Action|Crime|Drama|Romance|Western,6
RoboCop 3,Action|Crime|Drama|Sci-Fi|Thriller,6
Nim's Island,Adventure|Comedy|Fantasy,1
Keeping Mum,Comedy|Crime,8
Night Train,Action|Mystery|Thriller,3
"Last of the Mohicans, The",Adventure|Drama|War,1
"When I Grow Up, I'll Be a Kangaroo (Kad porastem bicu Kengur)",Comedy,5
Mr. Thank You (Arigatô-san),Drama,5
"Confiance règne, La",Comedy,4
The Stanford Prison Experiment,Drama|Thriller,1
Forever,Documentary,3
"Black Watch, The",Adventure|Drama,3
Roadie,Comedy|Musical,6
Hotel Very Welcome,Comedy|Drama,2
"Surrender, Dorothy",Drama,6
Cell 211 (Celda 211),Action|Drama,5
Trixie,Comedy|Crime|Mystery,4
Super Hero Party Clown,Comedy|Romance,3
Class of 1999,Action|Horror|Sci-Fi,7
Dogs in Space,Drama,4
Pearls of the Deep (Perlicky na dne),Comedy,7
Trail of the Pink Panther,Comedy|Crime,5
Sparrows Dance,Drama|Romance,7
What Have They Done to Your Daughters?,Mystery|Romance|Thriller,9
"Mercredi, folle journée!",Comedy|Drama,5
"Dish & the Spoon, The",Comedy|Drama|Romance,7
"Black Stallion, The",Adventure|Children|Drama,2
Fade to Black,Mystery|Thriller,3
The Last Five Years,Comedy|Drama|Musical|Romance,5
"Carriers Are Waiting, The (Convoyeurs attendent, Les)",Comedy|Drama,4
Suspiria,Horror,1
Men of Honor,Drama,7
Don't Deliver Us from Evil (Mais ne nous délivrez pas du mal),Drama|Horror,5
Pirates of the Great Salt Lake,Adventure|Comedy,2
Belle,Drama,8
Big Wednesday,Comedy|Drama,2
Mephisto,Drama|War,4
"Secret of My Succe$s, The (a.k.a. The Secret of My Success)",Comedy|Romance,9
May,Drama|Horror,6
Quid Pro Quo,Drama|Thriller,3
Switchback,Crime|Mystery|Thriller,1
30 Years to Life,Comedy|Drama|Romance,9
Gabbeh,Drama,2
American Dream,Documentary,4
Slumber Party Massacre III,Horror,9
Jolson Sings Again,Musical,3
"Alice, Sweet Alice (a.k.a. Communion) (a.k.a. Holy Terror)",Horror|Mystery,1
Command Decision,Drama|War,8
Falling (a.k.a. Fallen),Drama,4
"Good Student, The (Mr. Gibb)",Comedy,1
Kill the Messenger,Crime|Drama|Mystery|Thriller,2
"Breaktime, The (Zang-e Tafrih) (Recess)",Drama,2
Four Bags Full,Comedy,6
Detention,Action|Drama|Thriller,2
She's So Lovely,Drama|Romance,3
America: Imagine the World Without Her,Documentary,3
One Fine Spring Day (Bomnaleun ganda),Drama,2
Yesterday's Enemy,Drama|War,4
Border Café,Drama,8
"Girl Next Door, The",Crime|Drama|Horror|Thriller,9
Who the #$&% is Jackson Pollock?,Documentary,9
Making a Killing: The Untold Story of Psychotropic Drugging,Documentary,5
Vincent: A Life in Color,Documentary,10
Diary of a Country Priest (Journal d'un curé de campagne),Drama,9
Constantine's Sword,Documentary,10
Canvas,Drama,10
"Fine Pair, A (Ruba al prossimo tuo)",Adventure|Comedy|Crime|Romance,1
Restoration,Drama,2
"South, The (Sur)",Drama,4
"Man from Utah, The",Action|Adventure|Crime|Romance|Western,6
Paternity,Comedy|Romance,1
In the Name of the Law,Drama,7
Camille Claudel 1915,Drama,2
"King - Jari Litmanen, The (Kuningas Litmanen)",Documentary,9
"Nightmare in Las Cruces, A",Documentary,6
Five Graves to Cairo,Thriller|War,3
King of the Jungle,Drama|Thriller,1
Purely Belter,Adventure|Comedy|Drama,3
Nobody Will Speak of Us When We're Dead (Nadie hablará de nosotras cuando hayamos muerto),Drama,3
Viva Riva!,Drama,7
My Science Project,Adventure|Sci-Fi,8
"Puff, Puff, Pass",Comedy,3
"River Murders, The",Thriller,7
"Mod Squad, The",Action|Crime,3
"Gorilla, The",Comedy|Horror,5
"City of Your Final Destination, The",Drama,4
Cries and Whispers (Viskningar och rop),Drama,6
Dogtooth (Kynodontas),Drama,1
"Price of Forgiveness, The (Ndeysaan)",Drama,9
S.O.S. Eisberg,Adventure|Drama,1
"Well Digger's Daughter, The (La fille du puisatier)",Comedy|Drama|Romance,3
Arnold,Comedy|Horror,3
Sherlock Holmes: A Game of Shadows,Action|Adventure|Comedy|Crime|Mystery|Thriller,4
Wrong Cops,Comedy|Crime,2
When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki),Drama,7
Action Jackson,Action|Comedy|Crime|Thriller,4
Spartacus,Action|Drama|Romance|War,5
Black Moon Rising,Action|Crime|Sci-Fi|Thriller,4
Pirates of the Caribbean: At World's End,Action|Adventure|Comedy|Fantasy,10
Film Geek,Comedy,10
"I, Monster",Horror|Sci-Fi,3
Under the Skin,Drama,1
Jill the Ripper (Jill Rips),Drama|Thriller,10
Cat Ballou,Comedy|Western,7
Defenders of Riga,Action|Drama|War,2
Angels in America,Drama|Fantasy,8
Pokémon Heroes,Animation|Children,1
2AM: The Smiling Man,Horror,1
"Stupids, The",Comedy,1
Jackpot,Drama,9
Future Weather,Drama,7
Saturday Night and Sunday Morning,Drama,4
Voyeur (Abel),Comedy,4
Shakespeare's Globe: Henry V,Drama,1
Together (Tillsammans),Comedy|Drama|Romance,9
Someone Like You (Unnaipol Oruvan),Crime|Drama,8
Deadfall,Crime|Drama|Thriller,9
Rear Window,Mystery|Thriller,2
Where Sleeping Dogs Lie,Crime,4
Twilight of the Ice Nymphs,Fantasy,4
Patrick,Horror|Sci-Fi|Thriller,10
Hesher,Drama,5
Lost Boys: The Tribe,Comedy|Horror|Thriller,9
Maid in Sweden,Drama,8
Chicken with Plums (Poulet aux prunes),Drama,7
Murder by Death,Comedy|Crime|Mystery|Thriller,2
Daughter of the Nile (Ni luo he nu er),Drama,10
"Accused, The",Drama,4
Penguins of Madagascar,Adventure|Animation|Children|Comedy,8
Dragon Ball Z: Broly Second Coming (Doragon bôru Z 10: Kiken na futari! Sûpâ senshi wa nemurenai),Action|Adventure|Animation,7
Hunger,Drama,1
Indestructible Man,Crime|Horror|Sci-Fi,7
Breaking Point,Thriller,4
On the Riviera,Comedy|Musical,10
"Oath, The",Documentary,1
The Black Rose,Adventure,7
Looker,Drama|Horror|Sci-Fi|Thriller,10
"Nines, The",Drama|Mystery,4
Hostel: Part III ,Horror|Thriller,3
Sunny (Sseo-ni),Drama,5
Pardon Us,Comedy|Crime|Drama|Musical,1
Abbott and Costello Meet Frankenstein,Comedy|Horror,2
Frontier of the Dawn (La frontière de l'aube),Drama,3
"Marine, The",Action|Drama|Thriller,3
"Cross: The Arthur Blessitt Story, The",Documentary,5
The 39 Steps,Action|Adventure|Comedy|Crime|Drama|Thriller,1
"Carpetbaggers, The",Drama,3
Theremin: An Electronic Odyssey,Documentary,3
Wattstax,Documentary|Musical,7
"Happy Time, The",Comedy,8
"Man Who Knew Too Much, The",Drama|Thriller,8
Doing Time on Maple Drive,Drama,3
Texas Terror,Action|Romance|Western,3
Malibu's Most Wanted,Comedy|Crime,1
Alien Hunter,Action|Sci-Fi|Thriller,2
Batman: Mystery of the Batwoman,Action|Animation|Children|Crime,3
Sinners and Saints,Action|Crime,6
Rory O'Shea Was Here (Inside I'm Dancing),Drama,4
"Gravedancers, The",Horror|Thriller,5
Transformers: Dark of the Moon,Action|Adventure|Sci-Fi|War|IMAX,5
Asterix & Obelix vs. Caesar (Astérix et Obélix contre César),Adventure|Children|Comedy|Fantasy,7
Captain Conan (Capitaine Conan),Drama|War,6
Legion of the Dead,Comedy|Horror,2
Superman II,Action|Sci-Fi,1
"Special Day, A (Giornata particolare, Una)",Drama|War,2
Wrinkles (Arrugas),Animation|Drama,6
"China 9, Liberty 37 (Amore, piombo e furore)",Western,8
Pinocchio,Animation|Children|Fantasy|Musical,1
Ernest Goes to Jail,Comedy,1
Cameron's Closet,Horror,7
Puppet Master,Horror|Sci-Fi|Thriller,1
"Scarecrow, The",Comedy,9
"Cantante, El",Drama|Musical,9
Quatermass and the Pit,Horror|Sci-Fi,1
Sword of the Stranger (Sutorejia: Mukô hadan),Action|Adventure|Animation,7
Life Is What You Make It (Linha de Passe),Drama,4
Sidekicks,Action|Adventure|Children|Comedy,1
Asylum,Horror|Thriller,9
United,Drama,8
Asfour Stah,Drama,5
Princess Caraboo,Drama,6
"Appaloosa, The",Western,7
"Day in the Country, A (Partie de campagne)",Drama|Romance,9
The Pool Boys,Comedy,6
Inside,Action,3
Patti Smith: Dream of Life,Documentary,5
Palindromes,Adventure|Comedy|Drama,2
Manborg,Action|Adventure|Comedy,4
Stanley & Iris,Drama|Romance,8
Titanic Town,Drama,6
Standard Operating Procedure,Crime|Documentary|War,4
World War Z,Action|Drama|Horror|IMAX,7
Black Beauty,Children|Drama,6
Cherry Crush,Drama|Thriller,8
After Tiller,Documentary,7
Meet Joe Black,Romance,4
Predestination,Sci-Fi|Thriller,9
"Change-Up, The",Comedy,6
Shanghai Calling,Comedy|Drama|Romance,5
Identification Marks: None (Rysopis) ,Drama,7
Zatoichi and the Doomed Man (Zatôichi sakate giri) (Zatôichi 11),Action|Drama,6
Texas Across the River,Comedy|Western,2
Taxi!,Crime|Drama|Romance,1
Soldier of Fortune,Adventure|Crime|Drama|Romance|Thriller,6
DEFCON: The Documentary,Documentary,2
120,Drama|War,3
Condition Red (Beyond the Law),Action|Drama|Thriller,3
"Not for or Against (Quite the Contrary) (Ni pour, ni contre (bien au contraire))",Crime|Drama,5
"Scarecrow, The",Drama|Fantasy|Romance,6
"Masseurs and a Woman, The (Anma to onna)",Drama,1
Get Thrashed: The Story of Thrash Metal,Documentary,8
Hit the Bank (Vabank),Comedy|Crime,9
Code Unknown (Code inconnu: Récit incomplet de divers voyages),Drama,1
"Boss of It All, The (Direktøren for det hele)",Comedy|Drama,5
Lemonade Joe (Limonádový Joe aneb Konská opera),Adventure|Comedy|Musical|Romance|Western,5
Kundun,Drama,6
Hackers,Action|Adventure|Crime|Thriller,1
Charlie Chan at the Opera,Comedy|Musical|Mystery|Thriller,4
"Wild, The",Adventure|Animation|Children|Comedy|Fantasy,6
"Welcome Home, Roxy Carmichael",Comedy|Drama,9
"Chair, The",Drama|Horror|Thriller,2
Black Nativity,Drama|Musical,1
"Quiet Duel, The (Shizukanaru ketto)",Drama,4
Hunted City,(no genres listed),10
Intimate Lighting (Intimni osvetleni),Comedy|Drama,9
Mother India,Drama|Musical,9
The Best of Me,Drama|Romance,6
"Other Woman, The",Drama,9
The Young Savages,Crime|Drama,7
Scrooge,Drama|Fantasy|Musical,1
"Complete History of My Sexual Failures, A",Comedy|Documentary,10
Dumbo,Animation|Children|Drama|Musical,7
"Phantom of the Opera, The",Drama|Musical|Romance,1
Experiment in Terror,Crime|Thriller,10
"Sign of Four, The",Adventure|Crime|Drama,7
Halloween 5: The Revenge of Michael Myers,Horror,3
The Violent Kind,Horror,2
Yojimbo,Action|Adventure,6
"Great Gatsby, The",Drama,1
The Wait,Drama|Thriller,10
Men to Kiss,Comedy|Romance,6
Seventh Heaven,Comedy|Romance,7
Gang Related,Crime,5
Partners: The Movie II (Aibô: Gekijô-ban II),Drama,8
"Over-Eater, The (L'outremangeur)",Crime|Drama,2
"Empty Mirror, The",Drama,8
Knuckleball!,Documentary,6
Prêt à tout,Comedy,1
"Pink Panther, The",Comedy|Crime,4
"Crystal Ball, The",Comedy,5
"Funeral, The",Crime|Drama,1
Phantom of the Opera,Horror|Musical|Thriller,3
Batman Unmasked: The Psychology of the Dark Knight,Documentary,5
"Angels' Share, The",Comedy|Drama,1
"Pool, The (Swimming Pool - Der Tod feiert mit) ",Horror|Thriller,5
In the Realm of the Senses (Ai no corrida),Drama,3
Camilla,Adventure|Drama|Romance,7
From Russia with Love,Action|Adventure|Thriller,6
Open House ,Crime|Drama|Thriller,2
"Promise, The (La promesse)",Drama,8
Adult Camp,Comedy,10
Steam of Life (Miesten vuoro),Documentary,8
Vacuum-Cleaner Salesmen (Pölynimurikauppiaat),Documentary,4
Barnens ö,Adventure|Children|Drama,6
Summer School,Horror,10
"Bar at the Victoria Station, A (Bar na Victorii)",Documentary,3
It Happened Here,Drama|Fantasy|War,6
Parking (Ting che),Crime|Drama,9
"Villain, The",Comedy|Western,1
"Funny Thing Happened on the Way to the Forum, A",Comedy|Musical,10
10,Comedy|Romance,10
Hangmen Also Die,Drama|War,8
Went the Day Well?,Thriller|War,6
Damage (Fatale),Drama,8
Savage Three,Drama,8
"Sunshine Boys, The",Comedy,7
Going Ape!,Comedy,2
Switching Channels,Comedy,4
That Certain Summer,Drama,6
That Most Important Thing: Love (L'important c'est d'aimer),Drama|Romance,7
"Svensson, Svensson - I nöd och lust",Comedy,2
Urban Justice,Action,7
Foreign Letters,Comedy|Drama,10
"Interrupters, The",Documentary,10
Wendigo,Drama|Horror,4
Unexpected,Comedy|Drama,6
Head Above Water,Comedy|Thriller,3
Pauline détective,Comedy,5
Italian for Beginners (Italiensk for begyndere),Comedy|Drama|Romance,10
How to Stuff a Wild Bikini,Comedy,6
"Babymakers, The",Adventure|Comedy,1
"Frogmen, The",Adventure|Drama|War,9
Pumpkinhead II: Blood Wings,Horror|Thriller,7
Nadine,Comedy,4
Buffy the Vampire Slayer,Action|Comedy|Horror,4
The Devil and the Holy Water,Comedy,6
"Ghost Ship, The",Drama|Mystery|Thriller,3
Sawdust and Tinsel (Gycklarnas afton),Drama,9
Any Questions for Ben?,Comedy|Drama,3
Assassination of a High School President,Comedy|Drama|Mystery,7
"Rainmaker, The",Drama,1
"Other Voices, Other Rooms",Drama,3
Wild,Drama,1
#chicagoGirl: The Social Network Takes on a Dictator,Documentary,7
Ratko: The Dictator's Son (National Lampoon's Ratko: The Dictator's Son),Comedy,7
Toomorrow,Comedy|Musical|Sci-Fi,8
"Musketeer, The",Action|Adventure|Drama|Romance,2
Anne of the Thousand Days,Drama,5
Diary of a Shinjuku Thief (Shinjuku dorobo nikki),Comedy|Drama,10
Beasts of the Southern Wild,Drama|Fantasy,2
Jackpot,Drama,9
My Lucky Stars (Fuk sing go jiu),Action|Comedy,10
The Flower,(no genres listed),10
With Honors,Comedy|Drama,6
"Falcon and the Snowman, The",Drama|Thriller,4
"Hunger Games, The",Action|Adventure|Drama|Sci-Fi|Thriller,8
Miss Nobody,Comedy|Crime,5
Thirteen,Drama,3
"Blood, Sweat + Vinyl: DIY in the 21st Century",Documentary,8
For Ever Mozart,Drama,3
"Dreamworlds II: Desire, Sex, Power in Music Video",Documentary,1
Ex Drummer,Comedy|Crime|Drama|Horror,1
Michael Jordan to the Max,Documentary|IMAX,7
Sherman's March,Documentary,7
Deconstructing Harry,Comedy|Drama,6
Arthur and the Revenge of Maltazard (Arthur et la vengeance de Maltazard),Animation|Children|Fantasy,7
"Lift, De",Horror|Thriller,6
Rocky III,Action|Drama,7
Our Paradise (Notre paradis),Crime|Drama,3
"Football Factory, The",Action|Drama,4
Manufacturing Dissent,Documentary,5
Just Friends?,Romance,10
Yu-Gi-Oh!,Action|Adventure|Animation|Fantasy,9
Punishment Park,Drama|Thriller,4
"Disorderly Orderly, The",Comedy|Romance,5
Hereafter,Drama|Fantasy,9
Pudana Last of the Line (Sukunsa viimeinen),Drama,8
"Fearless Freaks, The",Documentary|Musical,5
The Last Outpost,Western,5
Amityville: Dollhouse,Horror,6
"Eyes Without a Face (Yeux sans visage, Les)",Horror,6
Warriors of Heaven and Earth (Tian di ying xiong),Action|Adventure|Drama,2
Of Mice and Men,Drama,1
Girls on Top 2,Comedy,3
"Runaways, The",Drama|Musical,10
Show Boat,Drama|Musical|Romance,1
Pumping Iron,Documentary,5
"Big Easy, The",Action|Crime|Mystery|Romance|Thriller,9
"Mirror Has Two Faces, The",Comedy|Drama|Romance,4
"Life and Adventures of Santa Claus, The",Animation|Children,3
Sleepwalk with Me,Comedy|Drama,3
Pekko ja unissakävelijä,Comedy,4
Hotel Chevalier (Part 1 of 'The Darjeeling Limited'),Drama,3
Jönssonligan på Mallorca,Comedy,1
Chasing Papi (a.k.a. Papi Chulo),Comedy,6
Kambakkht Ishq (Incredible Love),Action|Comedy|Musical,1
Blood Money,Action|Thriller,5
Free to Play,Documentary,3
"Deep Blue Sea, The",Drama|Romance,9
Come Out and Play,Horror,2
Sasori,Action,8
Factotum,Drama,1
"Trial of the Incredible Hulk, The",Action|Crime|Sci-Fi,8
Advance to the Rear,Comedy|War|Western,9
Dangerous Beauty,Drama,10
"Peace, Love & Misunderstanding",Drama|Romance,5
Yanco ,Drama,4
"Rita, Sue and Bob Too!",Comedy|Drama,3
"Stranger, The (Straniero, Lo)",Drama,7
Scandal,Drama,7
"Skin Game, The",Drama,8
Bopha!,Drama,8
"Great Train Robbery, The (a.k.a. First Great Train Robbery, The)",Action|Adventure|Comedy|Crime|Drama,8
"Pallbearer, The",Comedy,3
"Given Word, The (O Pagador de Promessas)",Drama,2
"FBI Story, The",Crime|Drama|Thriller,6
Invisible Ghost,Action|Horror|Mystery|Thriller,10
Sisters (Syostry),Action|Crime|Drama,5
Running,Drama,5
Private Detective 62,Comedy|Crime|Drama,10
Arrowsmith,Drama,9
Cut,Comedy|Horror|Mystery|Thriller,1
Little Big Soldier (Da bing xiao jiang),Action|Adventure|Comedy|Drama|War,9
In a Year with 13 Moons (In einem Jahr mit 13 Monden),Drama,1
Or (a.k.a. My Treasure),Drama,8
Guendalina,Comedy,6
Joy Ride,Adventure|Thriller,4
Dead Alive (Braindead),Comedy|Fantasy|Horror,2
Poison Ivy,Drama|Thriller,9
"Wrecking Crew, The",Action|Adventure|Comedy|Drama,5
"Feast at Midnight, A",Children|Comedy|Drama,10
Off the Menu: The Last Days of Chasen's,Documentary,9
Wu Tang Master (Tian shi zhuang xie),Action,8
The Night That Panicked America,(no genres listed),7
"Guns, Girls and Gambling",Crime|Thriller,5
About Time,Drama|Fantasy|Romance,4
18 Fingers of Death!,Action|Comedy,4
"Life Less Ordinary, A",Romance|Thriller,9
"House of Exorcism, The (a.k.a. Lisa and the Devil) (Casa dell'esorcismo, La)",Horror,3
Helen of Troy,Action|Adventure|Drama|Romance,3
Hangman's Knot,Western,10
Diary of a Country Priest (Journal d'un curé de campagne),Drama,2
Resident Evil: Apocalypse,Action|Horror|Sci-Fi|Thriller,1
Just Pals,Western,2
Anna,Drama|Thriller,8
Lammbock,Comedy,9
Crazy Kind of Love,Comedy|Drama|Romance,4
Kiki's Delivery Service,Fantasy,5
Tarzan the Fearless,Action|Adventure,3
Kanchenjungha,Drama,7
Joy of Sex,Comedy|Romance,9
La Luna,Animation,4
"Freshman, The",Comedy,7
Boxcar Bertha,Drama,8
Enemies Closer,Action|Thriller,5
Blackrock,Drama|Thriller,7
Serial,Comedy,8
My Science Project,Adventure|Sci-Fi,5
One from the Heart,Drama|Romance,9
"Rocket, The",Drama,3
Rings,Horror|Thriller,8
Hells Angels on Wheels,Drama,7
Three Fugitives,Action|Comedy,1
Louis C.K.: Live at the Beacon Theater,Comedy,5
"Life is to Whistle (Vida es silbar, La)",Drama,5
Sleep Dealer,Sci-Fi,8
"Perfect Candidate, A",Documentary,5
Stuart Little 3: Call of the Wild,Animation|Children|Comedy|Fantasy,7
"Fountain, The",Drama|Fantasy|Romance,8
D2: The Mighty Ducks,Children|Comedy,4
"Legend of Bagger Vance, The",Drama|Romance,4
Los Flamencos,Comedy,8
In Harm's Way,Drama|War,1
Samurai (Samourais),Action,3
"Terminal Man, The",Sci-Fi|Thriller,9
SS Experiment Love Camp (Lager SSadis Kastrat Kommandantur),Horror|War,4
Showdown in Little Tokyo,Action|Crime,5
"Eye of the Storm, The",Drama,2
Barfly,Comedy|Drama|Romance,6
Thirty Seconds Over Tokyo,Drama|War,10
Fitzwilly,Comedy|Romance,6
"OSS 117: Cairo, Nest of Spies (OSS 117: Le Caire nid d'espions)",Adventure|Comedy|Crime,8
Cat and Dog,Comedy|Crime,5
Striking Range,Action|Thriller,6
Africa Screams,Adventure|Comedy,4
About Schmidt,Comedy|Drama,3
Titanic,Drama|Romance,9
Timeline,Action|Adventure|Sci-Fi,2
Washington Heights,Drama|Romance,10
Shut Up & Sing,Documentary,3
Dear Heart,Comedy,7
Living with the Fosters,Comedy,6
At Sword's Point,Adventure,4
Fire of Conscience (For lung),Action|Crime|Mystery|Thriller,9
Zatoichi in Desperation (Shin Zatôichi monogatari: Oreta tsue) (Zatôichi 24),Action|Adventure|Drama,4
Sex Tape,Comedy,8
They Live by Night,Crime|Film-Noir|Romance,2
Born Reckless,Action|Adventure|Crime|Drama|Romance,7
Die Fighting,Action|Thriller,1
"Loving Story, The",Documentary,6
Pillow of Death,Mystery|Thriller,6
"Prince & Me, The",Comedy|Romance,3
Warren Oates: Across the Border,Documentary,10
Burnt Money (Plata Quemada),Action|Crime|Drama|Romance|Thriller,10
Rosvo Roope,Drama|Romance,1
Waltz with Bashir (Vals im Bashir),Animation|Documentary|Drama|War,8
Dead of Winter,Horror|Thriller,2
One Night at McCool's,Comedy,5
Back to the Beach,Comedy,5
Within Limits (Liikkumavara),Documentary,10
102 Minutes That Changed America,Documentary,9
Summer Wars (Samâ wôzu),Adventure|Animation|Comedy|Sci-Fi,5
Battlefield Earth,Action|Sci-Fi,9
Eaten Alive (Mangiati Vivi),Adventure|Horror,8
"Spiders Part 1: The Golden Lake, The (Die Spinnen, 1. Teil: Der Goldene See)",Action|Adventure|Drama,5
I Do,Drama,2
Paradise,Adventure|Romance,4
U.S. Marshals,Action|Crime|Thriller,8
Maximum Conviction,Action|Adventure|Thriller,3
Teenage Mutant Ninja Turtles: Turtles Forever,Action|Adventure|Animation|Comedy|Thriller,10
"Uninvited, The",Drama|Horror|Mystery|Thriller,4
Alien Contamination,Action|Horror|Sci-Fi,9
No and Me (No et moi),Drama,3
"Amityville Curse, The",Horror,2
Boyhood,Drama,5
Bulletproof,Action|Comedy|Crime,2
a/k/a Tommy Chong,Documentary,10
Wondrous Oblivion,Children|Comedy|Drama,4
"Mighty Ducks, The",Children|Comedy,2
Dark Passage,Crime|Drama|Film-Noir|Romance|Thriller,4
Nico and Dani (Krámpack),Comedy|Drama|Romance,9
When Evening Falls on Bucharest or Metabolism,(no genres listed),10
"Meteor Man, The",Comedy,3
Collision Course,Action|Comedy|Thriller,5
Angels and Insects,Drama|Romance,9
"Christmas Carol, A",Drama|Fantasy,10
Nitro Circus: The Movie,Action|Comedy|Documentary,7
Mrs. Soffel,Drama|Romance,4
"Enforcer, The (Gei ba ba de xin)",Action,2
"Forbidden Kingdom, The",Action|Adventure|Comedy|Fantasy,10
What's the Worst That Could Happen?,Comedy,6
Känd från TV,Comedy,10
Sasayaki (a.k.a. Moonlight Whispers) (Gekkô no sasayaki),Drama|Romance,7
Fine-Tune,Comedy|Drama,9
"Wrong Guys, The",Comedy,5
