movie_name,genre,rating
Warning for the Joensson Gang (Varning för Jönssonligan),Comedy|Crime,7
A Short History of Decay,Comedy,7
Oblivion,Action|Adventure|Sci-Fi|IMAX,9
Our Music (Notre musique),Drama,3
"Man Next Door, The (El hombre de al lado)",Drama,9
Jesse Stone: Stone Cold,Crime|Drama|Mystery,2
Zombie Girl: The Movie,Documentary,1
In Tranzit,Drama|War,4
"Study in Choreography for Camera, A",(no genres listed),4
Stay as You Are,Drama|Romance,9
The Case of the Lucky Legs,Comedy|Crime|Mystery,10
Sholay,Action|Adventure|Comedy|Musical|Romance|Thriller,3
One Piece Film Z,Action|Adventure|Animation|Fantasy,9
"Wizard of Baghdad, The",Comedy|Fantasy|Musical,2
Lille Fridolf and I,Comedy,1
Van Gogh,Drama,3
Count Three and Pray,Drama|Western,5
My Gun is Quick,Mystery,7
Backstage,Drama,2
Frenchmen 2,Comedy|Romance,9
"Law of Enclosures, The",Drama,6
Ten Little Indians,Crime|Mystery,7
Cat Soup (Nekojiru-so),Adventure|Animation|Drama|Horror,5
Come Out and Play,Horror,4
Blue Swallow (Cheong yeon),Drama|Romance,10
Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu),Action|Drama,3
Stag Night,Horror|Thriller,5
West Is West,Comedy|Drama,10
This Land Is Mine,Drama|War,2
Death Note,Adventure|Crime|Drama|Horror|Mystery,1
Brain Damage,Comedy|Horror,2
Millhaven,Animation,4
"Our Lady of the Assassins (Virgen de los sicarios, La)",Crime|Drama|Romance,5
Chori Chori Chupke Chupke,Drama|Romance,3
"Wind Rises, The (Kaze tachinu)",Animation|Drama|Romance,3
"Men, Women & Children",Comedy|Drama,8
Tokyo Gore Police (Tôkyô zankoku keisatsu),Action|Horror,7
French Film,Comedy|Romance,7
"Thin Blue Lie, The",Drama,3
End of the Century: The Story of the Ramones,Documentary|Musical,5
Eye of God,Drama,10
"Glimpse Inside the Mind of Charles Swan III, A",Comedy,6
Get on the Bus,Drama,4
Volcano High (Whasango),Action|Comedy,3
Cinema Verite,Drama,9
Forever Strong,Drama,6
Sybil,Drama,3
"Children Are Watching Us, The (Bambini ci guardano, I)",Drama,6
Patton Oswalt: No Reason to Complain,Comedy,10
Must Have Been Love,Drama|Romance,5
"Wife, The",Comedy|Drama,2
Hangover Square,Crime|Drama|Horror|Thriller,3
Bruce Almighty,Comedy|Drama|Fantasy|Romance,1
Black on White (Mustaa valkoisella),Drama,4
"Sugar Curtain, The (El telón de azúcar)",Documentary,3
Back to the Secret Garden,Adventure|Children|Fantasy,1
My Grandfather's People (Dedemin insanlari),Comedy|Drama,6
"Snow Queen, The (Lumikuningatar)",Children|Fantasy,9
"Eversmile, New Jersey",Comedy|Drama|Romance,6
"6th Day, The",Action|Sci-Fi|Thriller,3
"Wicker Man, The",Horror|Mystery|Thriller,2
Dallas,Western,8
Wonderful World,Drama|Romance,10
Ju-on: The Curse,Horror,5
Chinatown,Crime|Film-Noir|Mystery|Thriller,5
Which Way Home,Documentary,10
Butchered,Horror,3
"Hireling, The",Drama,7
Death Takes a Holiday,Fantasy|Romance,2
Crimewave,Comedy|Crime,5
1408,Drama|Horror|Thriller,4
Pillow of Death,Mystery|Thriller,8
Buffalo Bill,Western,2
Mile... Mile & a Half,Documentary,8
Revengers Tragedy,Comedy|Horror,7
Ticking Clock,Action|Crime|Mystery|Sci-Fi|Thriller,5
"Greatest Love, The (Europa '51)",Drama,8
Burning Bright,Drama|Horror|Thriller,3
Instructions Not Included (No se Aceptan Devoluciones),Comedy|Drama,7
Sahara,Action|Drama|War,1
Where Angels Fear to Tread,Drama,6
Winged Creatures (Fragments),Crime|Drama,3
Gorillas in the Mist,Drama,10
"20,000 Days on Earth",Documentary|Drama|Musical,7
"Truth, The ",Thriller,2
Operation Daybreak,War,8
"Shrimp on the Barbie, The",Comedy,4
"Bad Boy (Story of Danny Lester, The)",Drama,5
Flash Gordon Conquers the Universe,Action|Sci-Fi,10
Hunk,Comedy,2
Albuquerque,Romance|Western,1
Starry Eyes,Horror,5
Koi... Mil Gaya,Action|Adventure|Fantasy|Sci-Fi,4
"Wrong Guy, The",Comedy|Romance|Thriller,4
Shockproof,Crime|Drama|Film-Noir,1
Valley of the Bees (Údolí vcel),Drama,2
"Brotherhood, The",Crime|Drama,1
Guncrazy,Crime|Drama|Thriller,6
"Other Shore, The",Adventure|Documentary,5
Wonderful and Loved by All (Underbar och älskad av alla),Comedy,7
"Lost, Lost, Lost ",Documentary,9
Sarraounia,Drama|War,6
Murder!,Mystery|Thriller,1
Harvie Krumpet,Animation|Comedy|Drama,8
Joe,Drama,6
Perrier's Bounty,Action|Comedy|Crime|Drama,6
Exit Humanity,Drama|Horror,2
Total Recall,Action|Adventure|Sci-Fi|Thriller,2
Rain or Shine,Comedy|Drama|Romance,6
Let's Get Lost,Documentary|Musical,2
Nick Offerman: American Ham,Comedy,2
Legend of the Guardians: The Owls of Ga'Hoole,Adventure|Animation|Fantasy|IMAX,4
Satan's School for Girls,Crime|Horror|Mystery,8
Coming to America,Comedy|Romance,2
"Small Town in Texas, A",Action|Adventure|Crime|Drama|Romance,1
Adam,Drama|Romance,5
"Way Ahead, The (a.k.a. The Immortal Battalion)",Drama|War,4
Borrowed Hearts (Borrowed Hearts: A Holiday Romance),Drama|Fantasy|Romance,3
War Horse,Drama|War,9
People Will Talk,Comedy|Romance,3
Murder!,Mystery|Thriller,4
The Inhabited Island 2: Rebellion,Action|Adventure|Sci-Fi,7
"Amityville Horror, The",Drama|Horror|Mystery|Thriller,5
"Man with the Golden Arm, The",Drama,8
Keep Your Right Up,Comedy|Drama,7
Ascension,Drama|Sci-Fi,3
Le grand soir,Comedy,10
The Importance of Being Earnest,Comedy|Romance,5
Let It Be,Documentary,10
Sons of the Desert,Comedy,6
"Motivation, The",Documentary,4
My Old Lady,Comedy|Drama,7
Torrente 4: Lethal Crisis,Action|Comedy|Crime,10
Year of the Jellyfish (L'année des méduses),Drama,9
Prizzi's Honor,Comedy|Drama|Romance,3
Send a Bullet (Manda Bala),Documentary,8
"Human Comedy, The",Drama,8
"Quick and the Dead, The",Action|Thriller|Western,3
The Hungover Games,Comedy,6
Exit Through the Gift Shop,Comedy|Documentary,4
Chinese Roulette (Chinesisches Roulette),Drama,7
Ice-Cold in Alex,Adventure|Drama|War,7
Nicotina,Action|Comedy|Drama,7
"What to Do in Case of Fire (Was tun, wenn's brennt?)",Comedy|Drama,10
Wild Target,Comedy|Drama|Romance|Thriller,2
Kawa,Drama,9
"Game Plan, The",Comedy,8
Going the Distance,Comedy|Romance,9
National Lampoon's Cattle Call (Cattle Call),Comedy,6
Igor,Animation|Comedy,4
Fando and Lis (Fando y Lis),Adventure|Fantasy,4
Made in Britain,Crime|Drama,4
Two Night Stand,Comedy|Romance,6
Going Clear: Scientology and the Prison of Belief,Documentary,5
Boogeyman,Drama|Horror|Mystery|Thriller,9
Wolfsburg,Drama,2
Nocturno 29,(no genres listed),10
They Were Expendable,Drama|War,4
Ella Enchanted,Comedy|Fantasy|Romance,1
High Test Girls,Comedy|Fantasy,3
"Tempest, The",Comedy|Drama|Fantasy|Romance,6
First Kid,Children|Comedy,3
Pandora and the Flying Dutchman,Drama,9
Come and Get It,Drama,7
"Object of Beauty, The",Comedy|Drama,5
"Young Poisoner's Handbook, The",Crime|Drama,10
Winter Light (Nattvardsgästerna),Drama,3
Boys on the Side,Comedy|Drama,9
Head On,Drama,9
Jay Mohr: Funny for a Girl,Comedy,1
"Sheik, The",Adventure|Drama|Romance,3
"Trouble with Harry, The",Comedy|Mystery,9
"Like Father, Like Son",Comedy,10
Torso,Horror|Mystery|Thriller,10
People Will Talk,Comedy|Romance,4
Lymelife,Comedy|Drama,8
Cover Girl,Comedy|Musical,2
Bleak Night,Drama,5
Visitors,Documentary,1
Grown Ups 2,Comedy,6
From the Orient with Fury,Action|Adventure|Comedy,10
Ironclads,Drama|Romance|War,8
Gregory's Girl,Comedy|Romance,4
Manderlay,Drama,4
Vengo,Drama|Musical,2
"Die, Monster, Die!",Horror|Mystery|Sci-Fi,6
Travels with My Aunt,Adventure|Comedy|Drama,7
Elysium,Action|Drama|Sci-Fi|IMAX,8
King Solomon's Mines,Action|Adventure|Romance,5
Nicotina,Action|Comedy|Drama,4
Good Neighbours (a.k.a. Good Neighbors),Crime|Thriller,5
Recipes for Disaster,Documentary,2
Vengeance is Mine (Fukushu suruwa wareniari),Crime|Drama,7
"Dilemma, The",Comedy|Drama,3
Love Crazy,Comedy,9
"Clink of Ice, The (a.k.a.: Sound of Ice Cubes, The) (Le bruit des glaçons)",Comedy|Drama,3
"Betrayed, The",Crime|Drama|Mystery|Thriller,7
Rebirth of Mothra II,Action|Fantasy,7
Pistol Whipped,Action|Drama,8
"Fearless Vampire Killers, The",Comedy|Horror,8
"Rutles 2: Can't Buy Me Lunch, The",Comedy|Documentary|Musical,3
Boiling Point (3-4 x jûgatsu),Action|Comedy|Crime,6
Bound by Flesh ,Documentary,3
Team America: World Police,Action|Adventure|Animation|Comedy,9
The Count of Monte Cristo,Action|Adventure|Drama|Romance|Thriller,1
Fallen Art (Sztuka spadania),Action|Animation|Comedy,8
Power/Rangers,Action|Adventure|Sci-Fi,7
"Beastmaster, The",Action|Adventure|Fantasy,8
Battle of Britain,War,7
"Fist of Fury (Chinese Connection, The) (Jing wu men)",Action|Drama|Romance|Thriller,1
Harry Brown,Crime|Drama|Thriller,2
"Tough Guise: Violence, Media & the Crisis in Masculinity",Documentary,5
We Need a Vacation (Fais-moi des vacances),Comedy|Drama,7
Robot & Frank,Comedy|Drama|Sci-Fi,7
Let Me In,Drama|Horror|Mystery,3
Flying Tigers,Action|Drama|Romance|War,9
Star Wars: The Clone Wars,Action|Adventure|Animation|Sci-Fi,2
Ladies They Talk About,Drama|Romance,6
City Island,Comedy|Drama,6
Narrien illat ,Comedy|Drama|Musical,6
Night of the Zombies (a.k.a. Hell of the Living Dead) (Virus),Action|Horror|Thriller,9
Undercurrent,Film-Noir|Thriller,5
Hell's Hinges,Romance|Western,2
Isle of the Dead,Horror|Thriller,10
Winter's Bone,Drama|Thriller,4
Fright to the Finish,(no genres listed),4
Slumming,Comedy|Drama,2
Antonia's Line (Antonia),Comedy|Drama,4
"Perfect Day, A (Un giorno perfetto)",Drama,10
The Golden Eye,Crime|Mystery|Thriller,3
Jailbait,Crime|Drama|Thriller,4
"Final Cut, The",Action|Drama|Thriller,4
Them (Ils),Horror,9
Project Nim,Documentary,2
V for Vendetta,Action|Sci-Fi|Thriller|IMAX,2
Harvest,Drama,10
Maid in Manhattan,Comedy|Romance,3
"Shadow Dancer, The (Shadows in the Sun)",Comedy|Drama|Romance,9
Manhattan Melodrama,Crime|Drama|Romance,8
Dr. Dolittle 3,Children|Comedy|Fantasy,2
Saints and Soldiers: Airborne Creed,Action|Drama|War,10
Where the Sidewalk Ends,Crime|Drama|Film-Noir,5
Startup.com,Documentary,8
High and Dry,Comedy,5
"Santa Clause, The",Comedy|Drama|Fantasy,10
"U.S. vs. John Lennon, The",Documentary,9
Autumn in New York,Drama|Romance,9
Plunkett & MaCleane,Action|Adventure|Drama,6
Casey Jones,Action|Adventure|Fantasy,6
"U.S. vs. John Lennon, The",Documentary,10
"Quarry, The",Drama,2
Black Pond,Comedy|Drama,8
"Water Horse: Legend of the Deep, The",Adventure|Children|Fantasy,4
"Frogmen, The",Adventure|Drama|War,7
House of Dracula,Horror,5
Matinée,Adventure|Comedy|Crime|Thriller,5
Storage 24,Horror|Sci-Fi,10
.45,Crime|Drama|Thriller,7
"Friends at the Margherita Cafe, The (Gli amici del bar Margherita)",Comedy|Drama|Romance,9
Meet Me at the Fair,Musical,3
Changing Sides (De l'autre côté du lit),Comedy,1
Spooner,Comedy|Drama,10
Philomena,Comedy|Drama,6
Forest of the Gods (Dievu miskas),Drama,3
"Wrestler, The (Painija)",Comedy|Drama|Fantasy,5
Merrill's Marauders,Adventure|Drama|War,7
Mantrap,Comedy,6
One Bright Shining Moment,Documentary,1
Paranoia,Drama|Thriller,5
Robin Hood,Adventure|Animation|Children|Comedy|Musical,3
Predator,Action|Sci-Fi|Thriller,2
Whispers in the Dark,Thriller,5
Waking Life,Animation|Drama|Fantasy,1
Taking Off,Comedy|Drama,2
7 Women (a.k.a. Seven Women),Drama,2
Dead or Alive: Final,Comedy|Crime|Drama|Sci-Fi|Thriller,3
"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!",Documentary,2
Krush Groove,Drama|Musical,7
Gone Fishin',Comedy,7
Hideous Kinky,Drama,8
Some Girl(s),Comedy|Drama,4
Notes on a Scandal,Drama,10
Captains Courageous,Adventure|Drama,2
Expect No Mercy,Action|Sci-Fi,10
"Almost Man, The (Mer eller mindre mann)",Comedy|Drama,10
Girl 27,Documentary,6
Angus,Comedy,7
Turning Tide (En solitaire),Adventure|Drama,7
"King of Texas, The",Documentary,9
Smitty,Children|Drama,8
Batman Forever,Action|Adventure|Comedy|Crime,5
"Bad Boy (Story of Danny Lester, The)",Drama,3
"Outlaw, The",Western,8
Waltz with Bashir (Vals im Bashir),Animation|Documentary|Drama|War,6
December 7th,Documentary|War,5
Satin Rouge,Drama|Musical,4
Treasure Island,Adventure,6
Father of the Bride,Comedy,6
Elena Undone,Drama|Romance,9
Interrogation (Przesluchanie),Crime|Drama|Thriller,8
It's My Mother's Birthday Today,(no genres listed),2
"Comfort of Strangers, The",Drama,4
"Time Regained (Temps retrouvé, Le)",Drama,3
God's Pocket,Drama,1
"Girls Can't Swim (Filles ne savent pas nager, Les)",Drama,4
Moscow Laughs,Comedy|Musical,9
Down to the Bone,Drama,3
Sweet Rush (Tatarak),Drama,1
Hannah Takes the Stairs,Drama,8
Without a Paddle,Comedy,5
Robin Hood: Men in Tights,Comedy,7
"Bachelor Weekend, The",Comedy|Drama,4
Temple Grandin,Drama,3
Knuckleball!,Documentary,9
Undercover Man,Crime|Drama|Film-Noir|Romance,2
Shotgun Stories,Drama|Thriller,4
Idiots and Angels,Animation|Drama|Fantasy,6
Jackass Number Two,Comedy|Documentary,9
Felicia's Journey,Thriller,1
Cinderella,Children|Fantasy|Musical|Romance,6
Down to Earth,Drama,2
Bungee Jumping of Their Own (Beonjijeompeureul hada),Drama|Romance,6
"Secret of Kells, The",Animation|Fantasy,7
"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix)",Action|Adventure|Animation|Children|Comedy|Fantasy,6
Meet Wally Sparks,Comedy,9
Fools Rush In,Comedy|Drama|Romance,3
California Suite,Comedy,10
"Phantom, The",Action|Adventure|Crime|Fantasy,4
"Hospital, The",Comedy|Drama,9
Linewatch,Crime|Drama|Thriller,1
"Special Relationship, The",Drama,5
Coneheads,Comedy|Sci-Fi,10
My Flesh and Blood,Documentary,6
Ulysses' Gaze (To Vlemma tou Odyssea),Drama|War,6
"Wonderful Ice Cream Suit, The",Children|Comedy|Fantasy,2
"Dentist, The",Horror|Thriller,6
Style Wars,Documentary,6
Maniacts,Action|Comedy|Drama|Horror|Romance,5
"Guns, Girls and Gambling",Crime|Thriller,4
Gorillas in the Mist,Drama,5
C.S.A.: The Confederate States of America,Comedy|Drama,5
Emitai,Drama,8
Tiger Eyes,Drama,8
K-9,Action|Comedy|Crime,5
"Brothers Lionheart, The (Bröderna Lejonhjärta)",Adventure|Children|Fantasy,7
Same Old Song (On connaît la chanson),Comedy|Drama|Musical,10
Major Barbara,Comedy,9
Street Fight,Documentary,4
"Silence, The (Sokout)",Drama,2
Happy Go Lovely,Musical,1
Downhill Racer,Drama,3
"Beau Serge, Le",Drama,9
Passeio com Johnny Guitar,(no genres listed),9
Chinese Box,Drama|Romance,5
Chase a Crooked Shadow,Crime|Film-Noir|Mystery|Thriller,3
"Black Box, The (La boîte noire)",Mystery|Thriller,1
Sometimes They Come Back... for More,Horror,1
"Assassination (Ansatsu) (Assassination, The) (Assassin, The)",Action|Drama,6
"Chump at Oxford, A",Comedy,5
Oxygen,Crime|Drama|Thriller,4
Trixie,Comedy|Crime|Mystery,5
Dragon Age: Redemption,Action|Adventure|Fantasy,10
Executioners from Shaolin,Action|Drama,8
Mudhoney,Drama,9
Babyfever,Comedy|Drama,9
Blackfish,Documentary,3
Zombeavers,Action|Comedy|Horror,2
"Star Maker, The (Uomo delle stelle, L')",Drama,10
"Curse of Frankenstein, The",Horror,10
Jay and Silent Bob Go Down Under,Comedy,7
Aimée & Jaguar,Drama|Romance|War,3
Reminiscences of a Journey to Lithuania,Documentary,1
Jamaica Inn,Drama,5
Rounders,Drama,6
Général Idi Amin Dada: A Self Portrait (Général Idi Amin Dada: Autoportrait),Documentary|War,6
Hardcover,Comedy,5
Hard Times,Action|Drama,6
Honeymoon,Horror,7
Copycat,Crime|Drama|Horror|Mystery|Thriller,6
Barenaked in America,Documentary,5
Trauma,Drama|Mystery|Thriller,5
"Bullet for Joey, A",Crime|Drama|Film-Noir|Thriller,2
Return from Witch Mountain,Children|Sci-Fi,5
Satin Rouge,Drama|Musical,4
Kika,Comedy|Drama,2
Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie),Adventure|Animation|Children|Fantasy,10
"Night in the Life of Jimmy Reardon, A",Comedy|Romance,7
A Night for Dying Tigers,Drama,7
Ten North Frederick,Drama|Romance,10
Lady and the Tramp,Animation|Children|Comedy|Romance,4
Very Good Girls,Drama,9
How to Train Your Dragon,Adventure|Animation|Children|Fantasy|IMAX,10
Mid-August Lunch (Pranzo di ferragosto),Comedy|Drama,1
Just a Gigolo,Comedy|Romance,2
"Mystery of Picasso, The (Le mystère Picasso)",Documentary,3
"Humanité, L'",Crime|Drama,3
Return to the Blue Lagoon,Adventure|Romance,6
Three Ages,Comedy,5
Northanger Abbey,Drama|Romance,8
Divorcing Jack,Comedy|Thriller,9
Sincerely Yours,Drama|Musical,5
Dead End,Crime|Drama,1
Crips and Bloods: Made in America,Documentary,4
Police Academy 4: Citizens on Patrol,Comedy|Crime,5
Death in Buenos Aires (Muerte en Buenos Aires),Crime|Drama|Romance,5
Hot Coffee,Documentary,2
Bad Biology,Comedy|Fantasy|Thriller,4
Megamind,Action|Animation|Children|Comedy|Sci-Fi|IMAX,6
"Devil Dared Me To, The",Action|Comedy,1
Station West,Action|Mystery|Romance|Western,8
Heart and Souls,Comedy|Fantasy,4
Darling,Drama,1
Chalet Girl,Comedy|Romance,9
Woo,Comedy|Romance,9
Off the Menu: The Last Days of Chasen's,Documentary,2
"Class, The (Klass)",Drama,8
Don't Look Now: We're Being Shot At (La grande vadrouille),Comedy|War,2
"Dude, Where's My Car?",Comedy|Sci-Fi,4
American Wedding (American Pie 3),Comedy,6
Hair Show,Comedy|Romance,7
Raging Phoenix (Deu suay doo),Action|Romance,8
Love the Hard Way,Crime|Drama|Romance,5
Hannibal Rising,Drama|Horror|Thriller,9
Inferno,Horror,2
"Hurt Locker, The",Action|Drama|Thriller|War,4
Animals are Beautiful People,Comedy|Documentary,1
"Ghidorah, the Three-Headed Monster (San daikaijû: Chikyû saidai no kessen)",Action|Adventure|Fantasy|Sci-Fi,8
"Monster That Challenged the World, The",Horror|Sci-Fi,3
Mystery of the 13th Guest,Crime|Mystery,6
Cloudburst,Adventure|Comedy|Drama,7
Animal Room,Drama|Thriller,6
Åsa-Nisse - Wälkom to Knohult,Comedy,10
Once Upon a Time in America,Crime|Drama,4
"Learning Curve, The",Crime|Drama|Thriller,8
Blue Gate Crossing (Lan se da men),Drama|Romance,2
"Diary for Timothy, A",Documentary,8
In Praise of Older Women,Drama,3
Madagascar Skin,Romance,10
Day Is Done,Documentary,4
"Cave, The",Action|Adventure|Horror|Mystery|Sci-Fi|Thriller,3
State Fair,Musical|Romance,6
"Story of Esther Costello, The",Drama,6
"What's Up, Tiger Lily?",Adventure|Comedy|Crime|Thriller,8
Fugitives (Fugitivas),Drama|Thriller,5
Sex and the City 2,Comedy|Drama|Romance,4
Only Angels Have Wings,Adventure|Drama|Romance,5
Head Above Water,Comedy|Thriller,3
"South, The (Sur, El)",Drama|Romance,2
I Live in Fear (Ikimono no kiroku),Drama,3
"Cottage, The",Comedy|Crime|Horror|Thriller,1
Hotel Chevalier (Part 1 of 'The Darjeeling Limited'),Drama,1
Valmont,Drama|Romance,1
The Legend of Awesomest Maximus,Action|Comedy,2
Once Upon a Time in Anatolia (Bir zamanlar Anadolu'da),Drama,6
Conviction,Drama,7
"Chronicles of Narnia: Prince Caspian, The",Adventure|Children|Fantasy,8
Crime Busters,Action|Adventure|Comedy|Crime,1
Cold Creek Manor,Drama|Thriller,1
Pete's Dragon,Adventure|Animation|Children|Musical,6
8 Seconds,Drama,3
Starsuckers,Documentary,4
Commandments,Romance,10
Cirque du Freak: The Vampire's Assistant,Action|Adventure|Comedy|Fantasy|Horror|Thriller,7
Consenting Adults,Thriller,9
Long Live Death (Viva la muerte),Drama|War,2
"Summer Hours (Heure d'été, L')",Drama,7
"If It's Tuesday, This Must Be Belgium",Comedy|Drama,8
"Day He Arrives, The (Book chon bang hyang)",Drama|Romance,7
Gamera vs. Jiger,Action|Fantasy|Sci-Fi,7
"Divo, Il",Drama,8
"Witches, The",Children|Fantasy,2
Invisible Waves,Adventure|Crime|Drama,6
"Young Unknowns, The",Drama,10
"Witches of Eastwick, The",Comedy|Fantasy|Horror|Thriller,5
Where the Sidewalk Ends,Crime|Drama|Film-Noir,4
Top Hat,Comedy|Musical|Romance,7
Born to Be Wild,Documentary|IMAX,8
Scissere,Drama,2
Save Me,Drama,9
Lips of Blood (Lèvres de sang),Horror,5
